Bombona,Contenido,M3_Gas
Argomet10  (Ar 90% + Metano 10%) B5 / 200BAR,Argón Liquido - LAR,1.597
Argomet10 (Ar 90% + Metano 10%) B10 / 200BAR,Argón Liquido - LAR,3.194
Argomet10 (Ar 90% + Metano 10%) B10 / 300BAR,Argón Liquido - LAR,4.7910000000000004
Argomet10 (Ar 90% + Metano 10%) B14 / 200BAR,Argón Liquido - LAR,4.4720000000000004
Argomet10 (Ar 90% + Metano 10%) B14 / 300BAR,Argón Liquido - LAR,6.7080000000000002
Argomet10 (Ar 90% + Metano 10%) B20 / 200BAR,Argón Liquido - LAR,6.3879999999999999
Argomet10 (Ar 90% + Metano 10%) B20 / 300BAR,Argón Liquido - LAR,9.5820000000000007
Argomet10 (Ar 90% + Metano 10%) B30 / 200BAR,Argón Liquido - LAR,9.5820000000000007
Argomet10 (Ar 90% + Metano 10%) B30 / 300BAR,Argón Liquido - LAR,14.372999999999999
Argomet10 (Ar 90% + Metano 10%) B40 / 200BAR,Argón Liquido - LAR,12.776
Argomet10 (Ar 90% + Metano 10%) B40 / 300BAR,Argón Liquido - LAR,19.164999999999999
Argomet10 (Ar 90% + Metano 10%) B5 / 300BAR,Argón Liquido - LAR,2.3959999999999999
Argomet10 (Ar 90% + Metano 10%) B50 / 200BAR,Argón Liquido - LAR,15.971
Argomet10 (Ar 90% + Metano 10%) B50 / 300BAR,Argón Liquido - LAR,23.956
Argomet10 (Ar 90% + Metano 10%) B7 / 200BAR,Argón Liquido - LAR,2.2360000000000002
Argomet10 (Ar 90% + Metano 10%) B7 / 300BAR,Argón Liquido - LAR,3.3540000000000001
Argón industrial 12*50 / 200BAR,Argón Liquido - LAR,212.94
Argón industrial 12*50 / 300BAR,Argón Liquido - LAR,319.41000000000003
Argón industrial 12*80 / 200BAR,Argón Liquido - LAR,340.70400000000001
Argón industrial 12*80 / 300BAR,Argón Liquido - LAR,511.05599999999998
Argón industrial 16*50 / 200BAR,Argón Liquido - LAR,283.92000000000002
Argón industrial 16*50 / 300BAR,Argón Liquido - LAR,425.88
Argón industrial 16*80 / 200BAR,Argón Liquido - LAR,454.27199999999999
Argón industrial 16*80 / 300BAR,Argón Liquido - LAR,681.40800000000002
Argón industrial B10 / 200BAR,Argón Liquido - LAR,3.5489999999999999
Argón industrial B10 / 300BAR,Argón Liquido - LAR,5.3239999999999998
Argón industrial B14 / 200BAR,Argón Liquido - LAR,4.9690000000000003
Argón industrial B14 / 300BAR,Argón Liquido - LAR,7.4530000000000003
Argón industrial B16 / 200BAR,Argón Liquido - LAR,5.6779999999999999
Argón industrial B16 / 300BAR,Argón Liquido - LAR,8.5180000000000007
Argón industrial B2 / 200BAR,Argón Liquido - LAR,0.70999999999999996
Argón industrial B2 / 300BAR,Argón Liquido - LAR,1.0649999999999999
Argón industrial B20 / 200BAR,Argón Liquido - LAR,7.0979999999999999
Argón industrial B20 /300BAR,Argón Liquido - LAR,10.647
Argón industrial B25 / 200BAR,Argón Liquido - LAR,8.8729999999999993
Argón industrial B30 / 200BAR,Argón Liquido - LAR,10.647
Argón industrial B30 / 300BAR,Argón Liquido - LAR,15.971
Argón industrial B40 / 200BAR,Argón Liquido - LAR,14.196
Argón industrial B40 / 300BAR,Argón Liquido - LAR,21.294
Argón industrial B5 / 200BAR,Argón Liquido - LAR,1.7749999999999999
Argón industrial B5 /300BAR,Argón Liquido - LAR,2.6619999999999999
Argón industrial B50 / 200BAR,Argón Liquido - LAR,17.745
Argón industrial B50 / 300BAR,Argón Liquido - LAR,26.618000000000002
Argón industrial B7 / 200BAR,Argón Liquido - LAR,2.4840000000000000
Argón industrial B7 / 300BAR,Argón Liquido - LAR,3.7260000000000000
Argón industrial B80 / 200BAR,Argón Liquido - LAR,28.391999999999999
Argón industrial B80 / 300BAR,Argón Liquido - LAR,42.588000000000001
Hidrinac35  (Ar 65% + H2 35%) B10 / 200BAR,Argón Liquido - LAR,2.307
Hidrinac35  (Ar 65% + H2 35%) B10 / 300BAR,Argón Liquido - LAR,3.4599999999999999
Hidrinac35  (Ar 65% + H2 35%) B14 / 300BAR,Argón Liquido - LAR,4.8440000000000003
Hidrinac35  (Ar 65% + H2 35%) B20 / 200BAR,Argón Liquido - LAR,4.6139999999999999
